index,title,year,published,district,url
159,Penrith 2019,2019,2019-03-23,Penrith,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Penrith.zip
160,Pittwater 2019,2019,2019-03-23,Pittwater,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Pittwater.zip
161,Port Macquarie 2019,2019,2019-03-23,Port Macquarie,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Port%20Macquarie.zip
162,Port Stephens 2019,2019,2019-03-23,Port Stephens,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Port%20Stephens.zip
163,Prospect 2019,2019,2019-03-23,Prospect,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Prospect.zip
164,Riverstone 2019,2019,2019-03-23,Riverstone,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Riverstone.zip
165,Rockdale 2019,2019,2019-03-23,Rockdale,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Rockdale.zip
166,Ryde 2019,2019,2019-03-23,Ryde,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Ryde.zip
167,Seven Hills 2019,2019,2019-03-23,Seven Hills,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Seven%20Hills.zip
168,Shellharbour 2019,2019,2019-03-23,Shellharbour,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Shellharbour.zip
169,South Coast 2019,2019,2019-03-23,South Coast,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20South%20Coast.zip
170,Strathfield 2019,2019,2019-03-23,Strathfield,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Strathfield.zip
171,Summer Hill 2019,2019,2019-03-23,Summer Hill,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Summer%20Hill.zip
172,Swansea 2019,2019,2019-03-23,Swansea,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Swansea.zip
173,Sydney 2019,2019,2019-03-23,Sydney,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Sydney.zip
174,Tamworth 2019,2019,2019-03-23,Tamworth,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Tamworth.zip
175,Terrigal 2019,2019,2019-03-23,Terrigal,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Terrigal.zip
176,The Entrance 2019,2019,2019-03-23,The Entrance,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20The%20Entrance.zip
177,Tweed 2019,2019,2019-03-23,Tweed,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Tweed.zip
178,Upper Hunter 2019,2019,2019-03-23,Upper Hunter,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Upper%20Hunter.zip
179,Vaucluse 2019,2019,2019-03-23,Vaucluse,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Vaucluse.zip
180,Wagga Wagga 2019,2019,2019-03-23,Wagga Wagga,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wagga%20Wagga.zip
181,Wakehurst 2019,2019,2019-03-23,Wakehurst,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wakehurst.zip
182,Wallsend 2019,2019,2019-03-23,Wallsend,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wallsend.zip
183,Willoughby 2019,2019,2019-03-23,Willoughby,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Willoughby.zip
184,Wollondilly 2019,2019,2019-03-23,Wollondilly,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wollondilly.zip
185,Wollongong 2019,2019,2019-03-23,Wollongong,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wollongong.zip
186,Wyong 2019,2019,2019-03-23,Wyong,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/SGE2019%20LA%20Pref%20Data%20Wyong.zip
